x,y,z,speed,acceleration,curvature,curvature_change_rate,time,theta,gear,s,throttle,brake,steering
323159.6532765256,5052872.553004598,181.489831476,0.492805044903,0.0,0.0,0.0,1578167916.8806465,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323160.3603833068,5052872.732192779,181.489831476,0.492805044903,0.0,0.0,0.0,1578167916.9806464,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323161.067490088,5052872.911380959,181.489831476,0.492805044903,0.0,0.0,0.0,1578167917.0806463,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323161.7745968692,5052873.0905691385,181.489831476,0.492805044903,0.0,0.0,0.0,1578167917.1806462,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323162.4817036504,5052873.269757319,181.489831476,0.492805044903,0.0,0.0,0.0,1578167917.280646,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323163.1888104316,5052873.448945499,181.489831476,0.492805044903,0.0,0.0,0.0,1578167917.380646,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323163.89591721277,5052873.628133679,181.489831476,0.492805044903,0.0,0.0,0.0,1578167917.480646,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323164.60302399396,5052873.8073218595,181.489831476,0.492805044903,0.0,0.0,0.0,1578167917.5806458,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323165.31013077515,5052873.986510039,181.489831476,0.492805044903,0.0,0.0,0.0,1578167917.6806457,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323166.01723755634,5052874.165698219,181.489831476,0.492805044903,0.0,0.0,0.0,1578167917.7806456,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323166.72434433753,5052874.3448864,181.489831476,0.492805044903,0.0,0.0,0.0,1578167917.8806455,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323167.4314511187,5052874.52407458,181.489831476,0.492805044903,0.0,0.0,0.0,1578167917.9806454,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323168.1385578999,5052874.70326276,181.489831476,0.492805044903,0.0,0.0,0.0,1578167918.0806453,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323168.8456646811,5052874.88245094,181.489831476,0.492805044903,0.0,0.0,0.0,1578167918.1806452,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323169.5527714623,5052875.06163912,181.489831476,0.492805044903,0.0,0.0,0.0,1578167918.2806451,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323170.2598782435,5052875.240827301,181.489831476,0.492805044903,0.0,0.0,0.0,1578167918.380645,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323170.9669850247,5052875.42001548,181.489831476,0.492805044903,0.0,0.0,0.0,1578167918.480645,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323171.6740918059,5052875.59920366,181.489831476,0.492805044903,0.0,0.0,0.0,1578167918.5806448,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323172.38119858707,5052875.778391841,181.489831476,0.492805044903,0.0,0.0,0.0,1578167918.6806448,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323173.08830536826,5052875.957580021,181.489831476,0.492805044903,0.0,0.0,0.0,1578167918.7806447,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323173.79541214945,5052876.1367682,181.489831476,0.492805044903,0.0,0.0,0.0,1578167918.8806446,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323174.50251893065,5052876.315956381,181.489831476,0.492805044903,0.0,0.0,0.0,1578167918.9806445,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323175.20962571184,5052876.495144561,181.489831476,0.492805044903,0.0,0.0,0.0,1578167919.0806444,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323175.91673249303,5052876.674332741,181.489831476,0.492805044903,0.0,0.0,0.0,1578167919.1806443,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323176.6238392742,5052876.853520921,181.489831476,0.492805044903,0.0,0.0,0.0,1578167919.2806442,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323177.3309460554,5052877.032709101,181.489831476,0.492805044903,0.0,0.0,0.0,1578167919.380644,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323178.0380528366,5052877.211897282,181.489831476,0.492805044903,0.0,0.0,0.0,1578167919.480644,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323178.7451596178,5052877.391085462,181.489831476,0.492805044903,0.0,0.0,0.0,1578167919.580644,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323179.452266399,5052877.5702736415,181.489831476,0.492805044903,0.0,0.0,0.0,1578167919.6806438,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323180.1593731802,5052877.749461822,181.489831476,0.492805044903,0.0,0.0,0.0,1578167919.7806437,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323180.8664799614,5052877.928650002,181.489831476,0.492805044903,0.0,0.0,0.0,1578167919.8806436,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323181.57358674257,5052878.107838182,181.489831476,0.492805044903,0.0,0.0,0.0,1578167919.9806435,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323182.28069352376,5052878.2870263625,181.489831476,0.492805044903,0.0,0.0,0.0,1578167920.0806434,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323182.98780030495,5052878.466214542,181.489831476,0.492805044903,0.0,0.0,0.0,1578167920.1806433,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323183.69490708614,5052878.645402722,181.489831476,0.492805044903,0.0,0.0,0.0,1578167920.2806432,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323184.40201386734,5052878.824590903,181.489831476,0.492805044903,0.0,0.0,0.0,1578167920.3806431,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
323185.1091206485,5052879.003779083,181.489831476,0.492805044903,0.0,0.0,0.0,1578167920.480643,-0.849363847926,0.0,5.01660991812,nan,nan,2.125
