x,y,z,speed,acceleration,curvature,curvature_change_rate,time,theta,gear,s,throttle,brake,steering
323522.0675676394,5052778.702946609,181.489831476,0.492805044903,0.0,0.0,0.0,1578168456.8806465,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323522.7746744206,5052778.88213479,181.489831476,0.492805044903,0.0,0.0,0.0,1578168456.9806464,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323523.4817812018,5052779.061322969,181.489831476,0.492805044903,0.0,0.0,0.0,1578168457.0806463,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323524.188887983,5052779.240511149,181.489831476,0.492805044903,0.0,0.0,0.0,1578168457.1806462,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323524.89599476417,5052779.41969933,181.489831476,0.492805044903,0.0,0.0,0.0,1578168457.280646,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323525.60310154536,5052779.59888751,181.489831476,0.492805044903,0.0,0.0,0.0,1578168457.380646,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323526.31020832655,5052779.778075689,181.489831476,0.492805044903,0.0,0.0,0.0,1578168457.480646,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323527.01731510775,5052779.95726387,181.489831476,0.492805044903,0.0,0.0,0.0,1578168457.5806458,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323527.72442188894,5052780.13645205,181.489831476,0.492805044903,0.0,0.0,0.0,1578168457.6806457,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323528.43152867013,5052780.315640231,181.489831476,0.492805044903,0.0,0.0,0.0,1578168457.7806456,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323529.1386354513,5052780.49482841,181.489831476,0.492805044903,0.0,0.0,0.0,1578168457.8806455,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323529.8457422325,5052780.67401659,181.489831476,0.492805044903,0.0,0.0,0.0,1578168457.9806454,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323530.5528490137,5052780.853204771,181.489831476,0.492805044903,0.0,0.0,0.0,1578168458.0806453,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323531.2599557949,5052781.032392951,181.489831476,0.492805044903,0.0,0.0,0.0,1578168458.1806452,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323531.9670625761,5052781.2115811305,181.489831476,0.492805044903,0.0,0.0,0.0,1578168458.2806451,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323532.6741693573,5052781.390769311,181.489831476,0.492805044903,0.0,0.0,0.0,1578168458.380645,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323533.3812761385,5052781.569957491,181.489831476,0.492805044903,0.0,0.0,0.0,1578168458.480645,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323534.08838291967,5052781.749145671,181.489831476,0.492805044903,0.0,0.0,0.0,1578168458.5806448,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323534.79548970086,5052781.9283338515,181.489831476,0.492805044903,0.0,0.0,0.0,1578168458.6806448,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323535.50259648205,5052782.107522031,181.489831476,0.492805044903,0.0,0.0,0.0,1578168458.7806447,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323536.20970326324,5052782.286710211,181.489831476,0.492805044903,0.0,0.0,0.0,1578168458.8806446,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323536.91681004444,5052782.465898392,181.489831476,0.492805044903,0.0,0.0,0.0,1578168458.9806445,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323537.6239168256,5052782.645086572,181.489831476,0.492805044903,0.0,0.0,0.0,1578168459.0806444,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323538.3310236068,5052782.824274752,181.489831476,0.492805044903,0.0,0.0,0.0,1578168459.1806443,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323539.038130388,5052783.003462932,181.489831476,0.492805044903,0.0,0.0,0.0,1578168459.2806442,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323539.7452371692,5052783.182651112,181.489831476,0.492805044903,0.0,0.0,0.0,1578168459.380644,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323540.4523439504,5052783.361839293,181.489831476,0.492805044903,0.0,0.0,0.0,1578168459.480644,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323541.1594507316,5052783.541027472,181.489831476,0.492805044903,0.0,0.0,0.0,1578168459.580644,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323541.8665575128,5052783.720215652,181.489831476,0.492805044903,0.0,0.0,0.0,1578168459.6806438,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323542.573664294,5052783.899403833,181.489831476,0.492805044903,0.0,0.0,0.0,1578168459.7806437,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323543.28077107517,5052784.078592013,181.489831476,0.492805044903,0.0,0.0,0.0,1578168459.8806436,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323543.98787785636,5052784.257780192,181.489831476,0.492805044903,0.0,0.0,0.0,1578168459.9806435,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323544.69498463755,5052784.436968373,181.489831476,0.492805044903,0.0,0.0,0.0,1578168460.0806434,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323545.40209141874,5052784.616156553,181.489831476,0.492805044903,0.0,0.0,0.0,1578168460.1806433,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323546.10919819993,5052784.795344733,181.489831476,0.492805044903,0.0,0.0,0.0,1578168460.2806432,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323546.8163049811,5052784.974532913,181.489831476,0.492805044903,0.0,0.0,0.0,1578168460.3806431,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323547.5234117623,5052785.153721093,181.489831476,0.492805044903,0.0,0.0,0.0,1578168460.480643,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323548.2305185435,5052785.332909273,181.489831476,0.492805044903,0.0,0.0,0.0,1578168460.580643,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
323548.9376253247,5052785.512097454,181.489831476,0.492805044903,0.0,0.0,0.0,1578168460.6806428,0.2764019833548992,0.0,5.01660991812,nan,nan,2.125
